match_id,matchup,p1_ai,p2_ai,winner_label,winner_index,termination,turns_completed,loadout_deck,loadout_class,loadout_barracks,loadout_battlefields,p1_final_score,p2_final_score
24,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Relentless Assault,Grand Strategist,High Command Spire,"Arcane Nexus, Martyr’s Square, Bloodletting Altar",99.25,83.0
25,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Sacrificial Cult,Vanguard,Sanctum of the Fallen,"Arcane Nexus, Silent Chasm, Hall of Mirrors",52.75,108.5
26,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Siege Masters,Storm Warden,High Command Spire,"Martyr’s Square, Hall of Mirrors, Breach Point",64.5,83.25
27,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Sacrificial Cult,Storm Warden,High Command Spire,"Breach Point, Bloodletting Altar, Silent Chasm",74.0,88.0
28,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Sacrificial Cult,Grand Strategist,Sanctum of the Fallen,"Ironheart Forges, Breach Point, Silent Chasm",73.75,103.75
29,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Sacrificial Cult,Ash Chancellor,Quartermaster's Bastion,"Ironheart Forges, Hall of Mirrors, Martyr’s Square",76.5,84.0
30,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Sacrificial Cult,Grand Strategist,Ossuary Keep,"Grand Cathedral, Ironheart Forges, Silent Chasm",91.0,86.75
31,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Inspiring Defenders,Grand Strategist,War-Wrought Citadel,"Hall of Mirrors, Arcane Nexus, Ironheart Forges",73.25,116.0
32,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Arcane Manipulators,Storm Warden,High Command Spire,"Breach Point, Hall of Mirrors, Bloodletting Altar",59.5,101.5
33,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Siege Masters,Ash Chancellor,Sanctum of the Fallen,"Bloodletting Altar, Arcane Nexus, Silent Chasm",62.75,92.25
34,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Siege Masters,Storm Warden,High Command Spire,"Silent Chasm, Ironheart Forges, Arcane Nexus",75.0,83.25
35,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Inspiring Defenders,Storm Warden,High Command Spire,"Ironheart Forges, Hall of Mirrors, Breach Point",89.75,73.25
36,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Siege Masters,Ash Chancellor,Sanctum of the Fallen,"Ironheart Forges, Scorched Wastes, Silent Chasm",62.0,102.5
37,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Sacrificial Cult,Vanguard,Ossuary Keep,"Breach Point, Bloodletting Altar, Martyr’s Square",102.0,52.75
38,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Sacrificial Cult,Grand Strategist,Quartermaster's Bastion,"Martyr’s Square, Hall of Mirrors, Arcane Nexus",83.0,98.25
39,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Arcane Manipulators,Grand Strategist,War-Wrought Citadel,"Silent Chasm, Bloodletting Altar, Ironheart Forges",55.5,106.75
40,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Arcane Manipulators,Storm Warden,Quartermaster's Bastion,"Grand Cathedral, Breach Point, Bloodletting Altar",65.5,97.5
41,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Relentless Assault,Ash Chancellor,Ossuary Keep,"Grand Cathedral, Breach Point, Martyr’s Square",74.75,86.75
42,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Relentless Assault,Ash Chancellor,War-Wrought Citadel,"Martyr’s Square, Grand Cathedral, Scorched Wastes",73.75,91.5
43,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Arcane Manipulators,Vanguard,Sanctum of the Fallen,"Arcane Nexus, Silent Chasm, Ironheart Forges",76.0,80.25
44,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Arcane Manipulators,Storm Warden,Ossuary Keep,"Silent Chasm, Grand Cathedral, Ironheart Forges",89.0,70.5
45,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Relentless Assault,Arch-Hierarch,Ossuary Keep,"Hall of Mirrors, Bloodletting Altar, Grand Cathedral",79.5,101.0
46,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Relentless Assault,Storm Warden,Sanctum of the Fallen,"Scorched Wastes, Martyr’s Square, Grand Cathedral",100.25,61.75
47,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Siege Masters,Grand Strategist,War-Wrought Citadel,"Bloodletting Altar, Hall of Mirrors, Ironheart Forges",64.5,99.75
48,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Inspiring Defenders,Vanguard,Ossuary Keep,"Grand Cathedral, Bloodletting Altar, Arcane Nexus",104.75,71.25
49,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Siege Masters,Grand Strategist,Quartermaster's Bastion,"Martyr’s Square, Grand Cathedral, Bloodletting Altar",101.25,74.5
50,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Relentless Assault,Vanguard,Quartermaster's Bastion,"Grand Cathedral, Scorched Wastes, Breach Point",89.0,72.25
51,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Siege Masters,Storm Warden,High Command Spire,"Breach Point, Bloodletting Altar, Hall of Mirrors",71.5,93.75
52,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Sacrificial Cult,Arch-Hierarch,Quartermaster's Bastion,"Silent Chasm, Bloodletting Altar, Grand Cathedral",91.0,75.25
53,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Sacrificial Cult,Arch-Hierarch,High Command Spire,"Bloodletting Altar, Martyr’s Square, Scorched Wastes",71.5,99.5
54,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Relentless Assault,Vanguard,Quartermaster's Bastion,"Martyr’s Square, Arcane Nexus, Hall of Mirrors",122.0,26.5
55,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Arcane Manipulators,Vanguard,Sanctum of the Fallen,"Arcane Nexus, Bloodletting Altar, Grand Cathedral",83.25,83.25
56,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Siege Masters,Grand Strategist,Quartermaster's Bastion,"Hall of Mirrors, Bloodletting Altar, Ironheart Forges",80.5,101.75
57,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Relentless Assault,Grand Strategist,Ossuary Keep,"Grand Cathedral, Scorched Wastes, Ironheart Forges",103.5,83.25
58,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Inspiring Defenders,Grand Strategist,War-Wrought Citadel,"Scorched Wastes, Hall of Mirrors, Ironheart Forges",80.0,96.75
59,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Relentless Assault,Vanguard,Quartermaster's Bastion,"Arcane Nexus, Scorched Wastes, Hall of Mirrors",62.75,99.5
60,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Siege Masters,Arch-Hierarch,War-Wrought Citadel,"Silent Chasm, Bloodletting Altar, Ironheart Forges",83.75,101.25
61,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Relentless Assault,Grand Strategist,Sanctum of the Fallen,"Breach Point, Scorched Wastes, Hall of Mirrors",83.0,96.0
62,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Sacrificial Cult,Arch-Hierarch,War-Wrought Citadel,"Martyr’s Square, Hall of Mirrors, Silent Chasm",54.25,121.5
63,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Sacrificial Cult,Grand Strategist,War-Wrought Citadel,"Martyr’s Square, Silent Chasm, Hall of Mirrors",70.0,110.5
64,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Arcane Manipulators,Grand Strategist,War-Wrought Citadel,"Breach Point, Grand Cathedral, Ironheart Forges",50.25,114.5
65,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Arcane Manipulators,Vanguard,War-Wrought Citadel,"Martyr’s Square, Hall of Mirrors, Arcane Nexus",51.25,112.0
66,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Arcane Manipulators,Arch-Hierarch,High Command Spire,"Grand Cathedral, Hall of Mirrors, Arcane Nexus",96.75,76.5
67,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Arcane Manipulators,Ash Chancellor,Quartermaster's Bastion,"Bloodletting Altar, Scorched Wastes, Martyr’s Square",65.25,86.5
68,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Siege Masters,Arch-Hierarch,High Command Spire,"Breach Point, Bloodletting Altar, Hall of Mirrors",70.5,111.0
69,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Inspiring Defenders,Arch-Hierarch,Sanctum of the Fallen,"Silent Chasm, Hall of Mirrors, Breach Point",81.0,123.0
70,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Inspiring Defenders,Storm Warden,High Command Spire,"Scorched Wastes, Bloodletting Altar, Ironheart Forges",76.5,96.25
71,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Arcane Manipulators,Ash Chancellor,War-Wrought Citadel,"Bloodletting Altar, Hall of Mirrors, Ironheart Forges",100.75,55.75
72,bad_vs_bad,bad,bad,Player 1,0,winner_declared,51,Arcane Manipulators,Vanguard,War-Wrought Citadel,"Arcane Nexus, Grand Cathedral, Bloodletting Altar",67.75,61.25
73,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Inspiring Defenders,Grand Strategist,Quartermaster's Bastion,"Silent Chasm, Hall of Mirrors, Bloodletting Altar",70.75,95.0
74,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Inspiring Defenders,Arch-Hierarch,Quartermaster's Bastion,"Arcane Nexus, Ironheart Forges, Hall of Mirrors",95.25,108.5
75,bad_vs_bad,bad,bad,Player 1,0,winner_declared,51,Arcane Manipulators,Ash Chancellor,War-Wrought Citadel,"Martyr’s Square, Arcane Nexus, Silent Chasm",90.25,53.25
76,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Siege Masters,Vanguard,War-Wrought Citadel,"Breach Point, Bloodletting Altar, Scorched Wastes",75.0,88.5
77,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Siege Masters,Storm Warden,Quartermaster's Bastion,"Ironheart Forges, Hall of Mirrors, Breach Point",88.5,77.25
78,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Relentless Assault,Storm Warden,High Command Spire,"Bloodletting Altar, Arcane Nexus, Ironheart Forges",85.0,75.5
79,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Arcane Manipulators,Ash Chancellor,Ossuary Keep,"Breach Point, Martyr’s Square, Grand Cathedral",88.75,60.25
80,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Siege Masters,Arch-Hierarch,High Command Spire,"Scorched Wastes, Hall of Mirrors, Breach Point",77.75,116.0
81,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Sacrificial Cult,Vanguard,Ossuary Keep,"Arcane Nexus, Silent Chasm, Scorched Wastes",58.5,92.5
82,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Relentless Assault,Grand Strategist,Quartermaster's Bastion,"Hall of Mirrors, Arcane Nexus, Grand Cathedral",98.25,87.25
83,bad_vs_bad,bad,bad,Player 1,0,winner_declared,51,Relentless Assault,Arch-Hierarch,High Command Spire,"Arcane Nexus, Breach Point, Scorched Wastes",102.75,51.5
84,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Siege Masters,Vanguard,High Command Spire,"Scorched Wastes, Hall of Mirrors, Bloodletting Altar",62.5,104.0
85,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Sacrificial Cult,Storm Warden,War-Wrought Citadel,"Hall of Mirrors, Breach Point, Scorched Wastes",64.0,105.75
86,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Inspiring Defenders,Grand Strategist,Sanctum of the Fallen,"Scorched Wastes, Hall of Mirrors, Ironheart Forges",108.0,63.0
87,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Inspiring Defenders,Ash Chancellor,War-Wrought Citadel,"Grand Cathedral, Scorched Wastes, Breach Point",77.0,57.25
88,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Arcane Manipulators,Vanguard,Ossuary Keep,"Bloodletting Altar, Hall of Mirrors, Scorched Wastes",73.5,83.25
89,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Sacrificial Cult,Ash Chancellor,War-Wrought Citadel,"Hall of Mirrors, Grand Cathedral, Breach Point",75.0,95.25
90,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Sacrificial Cult,Arch-Hierarch,Ossuary Keep,"Silent Chasm, Ironheart Forges, Martyr’s Square",53.75,106.25
91,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Siege Masters,Grand Strategist,Ossuary Keep,"Bloodletting Altar, Silent Chasm, Scorched Wastes",81.25,78.0
92,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Inspiring Defenders,Arch-Hierarch,High Command Spire,"Bloodletting Altar, Hall of Mirrors, Silent Chasm",84.75,126.75
93,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Siege Masters,Vanguard,Sanctum of the Fallen,"Silent Chasm, Ironheart Forges, Hall of Mirrors",59.75,104.25
94,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Sacrificial Cult,Vanguard,Sanctum of the Fallen,"Arcane Nexus, Scorched Wastes, Breach Point",60.0,96.75
95,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Sacrificial Cult,Grand Strategist,War-Wrought Citadel,"Arcane Nexus, Grand Cathedral, Martyr’s Square",87.0,89.5
96,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Arcane Manipulators,Arch-Hierarch,War-Wrought Citadel,"Scorched Wastes, Silent Chasm, Breach Point",79.0,87.0
97,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Inspiring Defenders,Vanguard,Quartermaster's Bastion,"Scorched Wastes, Arcane Nexus, Ironheart Forges",104.5,66.0
98,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Siege Masters,Vanguard,Ossuary Keep,"Breach Point, Silent Chasm, Arcane Nexus",79.5,87.0
99,bad_vs_bad,bad,bad,Player 1,0,winner_declared,51,Sacrificial Cult,Arch-Hierarch,High Command Spire,"Scorched Wastes, Silent Chasm, Bloodletting Altar",101.5,55.75
100,bad_vs_bad,bad,bad,Player 1,0,winner_declared,51,Siege Masters,Arch-Hierarch,Sanctum of the Fallen,"Breach Point, Grand Cathedral, Bloodletting Altar",127.0,53.25
101,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Sacrificial Cult,Storm Warden,Quartermaster's Bastion,"Scorched Wastes, Bloodletting Altar, Arcane Nexus",86.5,74.0
102,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Relentless Assault,Vanguard,War-Wrought Citadel,"Silent Chasm, Martyr’s Square, Bloodletting Altar",51.75,112.25
103,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Siege Masters,Arch-Hierarch,War-Wrought Citadel,"Arcane Nexus, Scorched Wastes, Hall of Mirrors",61.75,120.0
104,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Sacrificial Cult,Grand Strategist,High Command Spire,"Arcane Nexus, Hall of Mirrors, Bloodletting Altar",73.25,101.75
105,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Arcane Manipulators,Storm Warden,Ossuary Keep,"Ironheart Forges, Arcane Nexus, Bloodletting Altar",50.75,105.0
106,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Arcane Manipulators,Arch-Hierarch,High Command Spire,"Grand Cathedral, Arcane Nexus, Scorched Wastes",67.0,81.5
107,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Siege Masters,Ash Chancellor,High Command Spire,"Scorched Wastes, Martyr’s Square, Breach Point",87.25,72.25
108,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Inspiring Defenders,Ash Chancellor,Ossuary Keep,"Silent Chasm, Martyr’s Square, Hall of Mirrors",76.25,90.5
109,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Relentless Assault,Ash Chancellor,High Command Spire,"Grand Cathedral, Ironheart Forges, Breach Point",60.75,96.25
110,bad_vs_bad,bad,bad,Player 1,0,winner_declared,51,Sacrificial Cult,Vanguard,War-Wrought Citadel,"Hall of Mirrors, Silent Chasm, Ironheart Forges",53.5,94.0
111,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Sacrificial Cult,Storm Warden,Quartermaster's Bastion,"Breach Point, Ironheart Forges, Scorched Wastes",75.75,80.75
112,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Inspiring Defenders,Grand Strategist,Quartermaster's Bastion,"Silent Chasm, Scorched Wastes, Grand Cathedral",97.0,99.0
113,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Sacrificial Cult,Arch-Hierarch,Sanctum of the Fallen,"Silent Chasm, Bloodletting Altar, Breach Point",54.0,98.75
114,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Inspiring Defenders,Ash Chancellor,Ossuary Keep,"Grand Cathedral, Ironheart Forges, Scorched Wastes",95.0,71.25
115,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Sacrificial Cult,Ash Chancellor,War-Wrought Citadel,"Breach Point, Martyr’s Square, Scorched Wastes",84.5,73.25
116,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Sacrificial Cult,Grand Strategist,Sanctum of the Fallen,"Ironheart Forges, Silent Chasm, Arcane Nexus",58.0,113.75
117,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Arcane Manipulators,Vanguard,High Command Spire,"Ironheart Forges, Scorched Wastes, Bloodletting Altar",74.75,86.75
118,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Arcane Manipulators,Storm Warden,Sanctum of the Fallen,"Scorched Wastes, Ironheart Forges, Breach Point",74.5,83.75
119,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Siege Masters,Arch-Hierarch,Ossuary Keep,"Breach Point, Hall of Mirrors, Grand Cathedral",81.25,114.25
120,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Arcane Manipulators,Grand Strategist,War-Wrought Citadel,"Bloodletting Altar, Breach Point, Silent Chasm",105.25,39.25
121,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Sacrificial Cult,Storm Warden,War-Wrought Citadel,"Scorched Wastes, Bloodletting Altar, Silent Chasm",61.25,99.0
122,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Relentless Assault,Grand Strategist,High Command Spire,"Ironheart Forges, Hall of Mirrors, Silent Chasm",57.25,105.25
123,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Siege Masters,Grand Strategist,Sanctum of the Fallen,"Martyr’s Square, Arcane Nexus, Grand Cathedral",57.5,123.0
124,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Inspiring Defenders,Arch-Hierarch,Sanctum of the Fallen,"Grand Cathedral, Bloodletting Altar, Arcane Nexus",97.75,94.5
125,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Inspiring Defenders,Storm Warden,Ossuary Keep,"Bloodletting Altar, Breach Point, Scorched Wastes",54.0,114.75
126,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Inspiring Defenders,Arch-Hierarch,Quartermaster's Bastion,"Martyr’s Square, Breach Point, Arcane Nexus",115.0,83.75
127,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Inspiring Defenders,Grand Strategist,Ossuary Keep,"Hall of Mirrors, Scorched Wastes, Silent Chasm",96.75,85.25
128,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Inspiring Defenders,Ash Chancellor,High Command Spire,"Scorched Wastes, Breach Point, Martyr’s Square",66.25,85.25
129,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Relentless Assault,Grand Strategist,High Command Spire,"Scorched Wastes, Arcane Nexus, Martyr’s Square",71.5,112.25
130,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Siege Masters,Arch-Hierarch,Sanctum of the Fallen,"Bloodletting Altar, Arcane Nexus, Breach Point",87.75,106.75
131,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Sacrificial Cult,Grand Strategist,Ossuary Keep,"Grand Cathedral, Bloodletting Altar, Scorched Wastes",85.25,92.0
132,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Arcane Manipulators,Ash Chancellor,High Command Spire,"Breach Point, Silent Chasm, Bloodletting Altar",97.75,61.5
133,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Arcane Manipulators,Grand Strategist,Ossuary Keep,"Grand Cathedral, Martyr’s Square, Bloodletting Altar",70.0,107.0
134,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Relentless Assault,Vanguard,Ossuary Keep,"Hall of Mirrors, Bloodletting Altar, Breach Point",77.5,86.0
135,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Inspiring Defenders,Arch-Hierarch,Quartermaster's Bastion,"Silent Chasm, Grand Cathedral, Scorched Wastes",81.25,120.5
136,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Arcane Manipulators,Grand Strategist,Sanctum of the Fallen,"Bloodletting Altar, Martyr’s Square, Breach Point",69.75,100.75
137,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Inspiring Defenders,Arch-Hierarch,High Command Spire,"Bloodletting Altar, Silent Chasm, Scorched Wastes",122.0,78.75
138,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Siege Masters,Ash Chancellor,Sanctum of the Fallen,"Ironheart Forges, Arcane Nexus, Martyr’s Square",74.0,88.5
139,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Siege Masters,Arch-Hierarch,Sanctum of the Fallen,"Martyr’s Square, Breach Point, Arcane Nexus",77.5,117.0
140,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Relentless Assault,Grand Strategist,Quartermaster's Bastion,"Silent Chasm, Hall of Mirrors, Scorched Wastes",65.25,106.25
141,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Relentless Assault,Storm Warden,Quartermaster's Bastion,"Silent Chasm, Bloodletting Altar, Scorched Wastes",85.0,70.25
142,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Arcane Manipulators,Arch-Hierarch,Sanctum of the Fallen,"Bloodletting Altar, Ironheart Forges, Breach Point",81.0,87.5
143,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Sacrificial Cult,Ash Chancellor,Quartermaster's Bastion,"Scorched Wastes, Hall of Mirrors, Silent Chasm",87.25,59.25
144,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Inspiring Defenders,Arch-Hierarch,War-Wrought Citadel,"Ironheart Forges, Scorched Wastes, Bloodletting Altar",79.75,119.25
145,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Arcane Manipulators,Ash Chancellor,Quartermaster's Bastion,"Hall of Mirrors, Grand Cathedral, Martyr’s Square",62.25,100.75
146,bad_vs_bad,bad,bad,Player 2,1,winner_declared,51,Sacrificial Cult,Arch-Hierarch,War-Wrought Citadel,"Bloodletting Altar, Silent Chasm, Arcane Nexus",87.75,80.0
